id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
14059,8.0,Yes,2.0,2.0,,1.0,1.0,Introvert,0.0
14060,0.0,No,5.0,5.0,No,5.0,,Extrovert,0.03
14061,0.0,No,7.0,6.0,No,,3.0,Extrovert,0.03866666666666667
14062,3.0,,5.0,,No,9.0,9.0,Extrovert,0.0
14063,0.0,No,9.0,7.0,No,10.0,4.0,Extrovert,0.08666666666666666
14064,0.0,No,5.0,5.0,No,10.0,4.0,Extrovert,0.05
14065,,No,6.0,5.0,No,13.0,3.0,Extrovert,0.5209523809523811
14066,1.0,No,6.0,6.0,No,10.0,6.0,Extrovert,0.09333333333333332
14067,4.0,Yes,2.0,1.0,Yes,2.0,,Introvert,0.22
14068,7.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert,0.05
14069,5.0,Yes,3.0,2.0,,1.0,2.0,Introvert,0.07
14070,3.0,No,6.0,4.0,No,6.0,10.0,Extrovert,0.02
14071,2.0,No,9.0,,No,5.0,9.0,Extrovert,0.05366666666666667
14072,2.0,No,4.0,6.0,No,12.0,10.0,Extrovert,0.02
14073,1.0,No,8.0,4.0,No,9.0,8.0,Extrovert,0.14550000000000002
14074,8.0,Yes,3.0,0.0,Yes,3.0,1.0,Introvert,0.11
14075,3.0,No,7.0,4.0,No,6.0,3.0,Extrovert,0.03333333333333333
14076,2.0,No,8.0,,No,13.0,4.0,Extrovert,0.47500000000000014
14077,0.0,No,5.0,5.0,No,13.0,,Extrovert,0.335047619047619
14078,8.0,Yes,3.0,2.0,Yes,2.0,0.0,Introvert,0.1
14079,2.0,No,6.0,5.0,No,10.0,5.0,Extrovert,0.07
14080,3.0,No,8.0,3.0,No,13.0,9.0,Extrovert,0.16
14081,1.0,No,5.0,5.0,No,11.0,,Extrovert,0.003333333333333333
14082,0.0,No,4.0,4.0,No,7.0,5.0,Extrovert,0.006666666666666666
14083,0.0,,7.0,4.0,No,7.0,8.0,Extrovert,0.0
14084,2.0,No,7.0,6.0,No,4.0,3.0,Extrovert,0.15
14085,4.0,No,6.0,7.0,No,9.0,6.0,Extrovert,0.14
14086,3.0,No,6.0,7.0,No,7.0,4.0,Extrovert,0.06
14087,5.0,No,7.0,5.0,No,13.0,7.0,Extrovert,0.1
14088,2.0,No,6.0,7.0,No,9.0,4.0,Extrovert,0.08
14089,2.0,No,9.0,5.0,No,,6.0,Extrovert,0.003333333333333333
14090,,No,6.0,3.0,No,9.0,8.0,Extrovert,0.11866666666666668
14091,8.0,Yes,,2.0,Yes,2.0,1.0,Introvert,0.06666666666666667
14092,3.0,No,9.0,6.0,No,8.0,7.0,Extrovert,0.03833333333333334
14093,2.0,No,5.0,7.0,No,5.0,4.0,Extrovert,0.06
14094,3.0,No,6.0,4.0,No,14.0,8.0,Extrovert,0.1969047619047619
14095,7.0,Yes,1.0,3.0,Yes,5.0,1.0,Introvert,0.08
14096,1.0,,9.0,7.0,No,10.0,6.0,Extrovert,0.5446666666666666
14097,3.0,No,5.0,5.0,,12.0,8.0,Extrovert,0.2363928571428571
14098,1.0,No,8.0,5.0,No,11.0,5.0,Extrovert,0.020666666666666663
14099,2.0,No,,6.0,No,5.0,5.0,Extrovert,0.3323571428571428
14100,1.0,,7.0,3.0,No,12.0,5.0,Extrovert,0.32866666666666655
14101,2.0,No,7.0,3.0,No,6.0,8.0,Extrovert,0.1625
14102,3.0,No,8.0,4.0,No,4.0,3.0,Extrovert,0.09
14103,,No,4.0,7.0,No,14.0,6.0,Extrovert,0.155
14104,2.0,No,,5.0,No,8.0,9.0,Extrovert,0.18396103896103896
14105,0.0,No,4.0,6.0,No,9.0,,Extrovert,0.034166666666666665
14106,1.0,No,8.0,,No,15.0,,Extrovert,0.3269404761904761
14107,0.0,No,3.0,5.0,No,4.0,9.0,Extrovert,0.05916666666666666
14108,,Yes,1.0,0.0,,3.0,2.0,Introvert,0.06
14109,3.0,No,5.0,3.0,No,8.0,9.0,Extrovert,0.3043055555555555
14110,6.0,Yes,,2.0,Yes,,1.0,Introvert,0.05
14111,10.0,Yes,2.0,0.0,Yes,1.0,0.0,Introvert,0.03
14112,2.0,No,6.0,6.0,No,9.0,,Extrovert,0.37197619047619035
14113,4.0,No,7.0,4.0,No,9.0,10.0,Extrovert,0.25
14114,2.0,No,7.0,,No,8.0,7.0,Extrovert,0.2309960317460317
14115,0.0,No,7.0,2.0,No,7.0,3.0,Extrovert,0.18
14116,0.0,,6.0,5.0,No,6.0,8.0,Extrovert,0.45499999999999985
14117,3.0,No,8.0,7.0,No,10.0,6.0,Extrovert,0.03
14118,2.0,No,9.0,5.0,No,14.0,3.0,Extrovert,0.0
14119,2.0,No,4.0,,No,9.0,8.0,Extrovert,0.06083333333333333
14120,3.0,,4.0,4.0,No,10.0,4.0,Extrovert,0.31201190476190477
14121,3.0,No,3.0,6.0,No,14.0,9.0,Extrovert,0.05
14122,3.0,No,7.0,3.0,No,14.0,7.0,Extrovert,0.07
14123,2.0,No,5.0,7.0,No,13.0,4.0,Extrovert,0.02
14124,2.0,No,7.0,7.0,No,7.0,3.0,Extrovert,0.1
14125,3.0,No,9.0,6.0,No,7.0,7.0,Extrovert,0.085
14126,4.0,No,6.0,6.0,No,10.0,4.0,Extrovert,0.11
14127,0.0,No,9.0,7.0,No,12.0,4.0,Extrovert,0.08733333333333335
14128,2.0,No,4.0,6.0,No,,9.0,Extrovert,0.02
14129,9.0,,3.0,1.0,Yes,2.0,2.0,Introvert,0.08
14130,7.0,Yes,1.0,,Yes,3.0,1.0,Introvert,0.126
14131,2.0,No,7.0,4.0,No,4.0,7.0,Extrovert,0.03
14132,4.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert,0.19
14133,10.0,Yes,3.0,0.0,Yes,4.0,,Introvert,0.0
14134,,No,9.0,3.0,No,8.0,7.0,Extrovert,0.0
14135,6.0,Yes,3.0,0.0,,0.0,,Introvert,0.16
14136,11.0,Yes,0.0,2.0,Yes,5.0,,Introvert,0.09
14137,2.0,No,8.0,6.0,No,9.0,9.0,Extrovert,0.4538095238095237
14138,2.0,No,8.0,6.0,No,13.0,,Extrovert,0.31651190476190466
14139,2.0,No,8.0,7.0,No,5.0,9.0,Extrovert,0.12
14140,3.0,No,9.0,7.0,No,9.0,5.0,Extrovert,0.02
14141,,No,6.0,4.0,No,14.0,4.0,Extrovert,0.022000000000000002
14142,1.0,No,6.0,3.0,No,8.0,3.0,Extrovert,0.05916666666666667
14143,0.0,No,9.0,3.0,No,15.0,8.0,Extrovert,0.1975
14144,0.0,No,7.0,7.0,No,9.0,6.0,Extrovert,0.08333333333333331
14145,2.0,No,4.0,6.0,No,13.0,5.0,Extrovert,0.4650000000000001
14146,11.0,Yes,0.0,3.0,Yes,0.0,3.0,Introvert,0.02
14147,0.0,No,5.0,,No,8.0,9.0,Extrovert,0.2621645021645021
14148,0.0,No,7.0,7.0,No,11.0,6.0,Extrovert,0.086
14149,0.0,No,,6.0,No,13.0,5.0,Extrovert,0.0
14150,10.0,,1.0,0.0,Yes,4.0,2.0,Introvert,0.07
14151,4.0,Yes,1.0,3.0,Yes,3.0,1.0,Introvert,0.02
14152,0.0,No,5.0,,No,7.0,4.0,Extrovert,0.4243982683982683
14153,4.0,Yes,3.0,3.0,Yes,0.0,3.0,Introvert,0.29
14154,2.0,No,9.0,4.0,No,8.0,6.0,Extrovert,0.003333333333333333
14155,0.0,No,5.0,3.0,No,13.0,6.0,Extrovert,0.20375
14156,11.0,Yes,0.0,0.0,Yes,0.0,0.0,Introvert,0.13
14157,2.0,No,10.0,4.0,No,7.0,6.0,Extrovert,0.084
14158,0.0,,8.0,4.0,No,10.0,8.0,Extrovert,0.045
14159,0.0,No,8.0,,No,11.0,8.0,Extrovert,0.6139047619047617
14160,1.0,No,5.0,7.0,,10.0,9.0,Extrovert,0.01
14161,3.0,No,4.0,,No,10.0,3.0,Extrovert,0.0125
14162,3.0,,4.0,7.0,No,12.0,9.0,Extrovert,0.02
14163,2.0,No,7.0,7.0,No,,9.0,Extrovert,0.5031666666666667
14164,3.0,No,8.0,,No,5.0,5.0,Extrovert,0.049833333333333334
14165,0.0,No,6.0,6.0,,12.0,8.0,Extrovert,0.007666666666666666
14166,7.0,,3.0,0.0,Yes,5.0,1.0,Introvert,0.19
14167,0.0,No,9.0,4.0,No,11.0,,Extrovert,0.0
14168,1.0,No,9.0,5.0,No,9.0,6.0,Extrovert,0.035
14169,2.0,No,6.0,7.0,No,5.0,9.0,Extrovert,0.03
14170,3.0,No,8.0,5.0,No,5.0,9.0,Extrovert,0.18
14171,0.0,No,9.0,5.0,No,8.0,,Extrovert,0.266079365079365
14172,,No,3.0,7.0,No,4.0,7.0,Extrovert,0.01
14173,1.0,No,4.0,5.0,No,13.0,6.0,Extrovert,0.0475
14174,,No,4.0,4.0,No,13.0,5.0,Extrovert,0.17365909090909087
14175,10.0,Yes,,0.0,Yes,4.0,0.0,Introvert,0.01
14176,6.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert,0.28
14177,0.0,No,8.0,7.0,No,15.0,4.0,Extrovert,0.01
14178,3.0,No,9.0,4.0,No,7.0,10.0,Extrovert,0.145
14179,3.0,No,7.0,5.0,No,14.0,4.0,Extrovert,0.1325
14180,1.0,,4.0,5.0,No,12.0,5.0,Extrovert,0.028999999999999998
14181,1.0,No,8.0,5.0,No,4.0,6.0,Extrovert,0.15
14182,11.0,Yes,,1.0,Yes,4.0,1.0,Introvert,0.14
14183,2.0,No,6.0,5.0,No,8.0,,Extrovert,0.0
14184,3.0,Yes,2.0,2.0,Yes,5.0,0.0,Extrovert,0.01
14185,3.0,No,7.0,5.0,No,6.0,6.0,Extrovert,0.04333333333333333
14186,3.0,No,7.0,7.0,No,8.0,7.0,Extrovert,0.05
14187,1.0,No,6.0,5.0,No,4.0,4.0,Extrovert,0.0
14188,11.0,Yes,2.0,2.0,Yes,1.0,1.0,Introvert,0.11
14189,8.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert,0.05
14190,2.0,No,9.0,5.0,No,13.0,3.0,Extrovert,0.0195
14191,0.0,No,7.0,7.0,No,11.0,,Extrovert,0.0
14192,0.0,No,,5.0,No,13.0,9.0,Extrovert,0.0
14193,0.0,No,5.0,,No,10.0,5.0,Extrovert,0.0125
14194,8.0,Yes,0.0,1.0,Yes,6.0,2.0,Introvert,0.14
14195,,No,5.0,,No,15.0,9.0,Extrovert,0.03
14196,3.0,No,7.0,6.0,No,15.0,7.0,Extrovert,0.08666666666666666
14197,3.0,No,8.0,,No,10.0,3.0,Extrovert,0.16
14198,3.0,No,8.0,7.0,No,12.0,6.0,Extrovert,0.06666666666666667
14199,,Yes,1.0,,Yes,2.0,0.0,Introvert,0.26
14200,,Yes,0.0,2.0,Yes,1.0,0.0,Introvert,0.06
14201,,,3.0,5.0,No,4.0,3.0,Extrovert,0.056666666666666664
14202,0.0,No,5.0,3.0,No,10.0,6.0,Extrovert,0.04633333333333334
14203,0.0,No,7.0,6.0,No,14.0,10.0,Extrovert,0.15
14204,10.0,,2.0,2.0,Yes,5.0,0.0,Introvert,0.04
14205,1.0,,8.0,5.0,No,14.0,6.0,Extrovert,0.015
14206,3.0,No,6.0,6.0,No,15.0,4.0,Extrovert,0.125
14207,4.0,No,10.0,7.0,No,13.0,9.0,Extrovert,0.08
14208,4.0,,1.0,0.0,Yes,4.0,2.0,Introvert,0.02
14209,0.0,No,7.0,3.0,No,,3.0,Extrovert,0.065
14210,5.0,,2.0,0.0,Yes,,2.0,Introvert,0.04
14211,,No,6.0,3.0,No,11.0,3.0,Extrovert,0.44895238095238094
14212,4.0,,0.0,0.0,Yes,3.0,0.0,Introvert,0.13
14213,2.0,No,6.0,4.0,No,8.0,9.0,Extrovert,0.49859523809523787
14214,3.0,No,6.0,,No,8.0,9.0,Extrovert,0.31416666666666665
14215,3.0,No,,6.0,No,12.0,9.0,Extrovert,0.022666666666666665
14216,1.0,,4.0,5.0,No,8.0,6.0,Extrovert,0.0125
14217,0.0,No,8.0,5.0,No,14.0,,Extrovert,0.115
14218,0.0,No,5.0,5.0,No,11.0,,Extrovert,0.2967380952380952
14219,2.0,No,10.0,4.0,No,10.0,6.0,Extrovert,0.02333333333333333
14220,3.0,No,5.0,6.0,,4.0,3.0,Extrovert,0.4975
14221,0.0,No,9.0,6.0,No,4.0,5.0,Extrovert,0.1225
14222,3.0,No,6.0,4.0,No,9.0,10.0,Extrovert,0.0975
14223,3.0,No,,6.0,No,8.0,4.0,Extrovert,0.01
14224,1.0,No,9.0,3.0,No,11.0,9.0,Extrovert,0.11083333333333333
14225,7.0,Yes,1.0,0.0,Yes,5.0,3.0,Introvert,0.09
14226,2.0,No,7.0,4.0,No,10.0,5.0,Extrovert,0.3305470917970917
14227,2.0,No,9.0,5.0,No,9.0,10.0,Extrovert,0.06
14228,1.0,No,4.0,4.0,No,10.0,10.0,Extrovert,0.0
14229,0.0,No,8.0,5.0,,10.0,5.0,Extrovert,0.03833333333333333
14230,1.0,,8.0,5.0,No,10.0,7.0,Extrovert,0.44433333333333336
14231,0.0,No,7.0,4.0,No,14.0,3.0,Extrovert,0.156
14232,1.0,No,5.0,6.0,No,5.0,7.0,Extrovert,0.13
14233,0.0,No,7.0,4.0,No,8.0,8.0,Extrovert,0.3419404761904761
14234,0.0,No,9.0,5.0,No,15.0,6.0,Extrovert,0.091
14235,2.0,No,,3.0,No,9.0,5.0,Extrovert,0.003333333333333333
14236,4.0,No,5.0,3.0,No,15.0,5.0,Extrovert,0.02
14237,2.0,No,9.0,,No,10.0,6.0,Extrovert,0.028333333333333335
14238,3.0,No,5.0,4.0,No,12.0,5.0,Extrovert,0.0
14239,2.0,,,5.0,No,8.0,8.0,Extrovert,0.005
14240,3.0,No,4.0,5.0,No,5.0,6.0,Extrovert,0.01
14241,2.0,No,4.0,6.0,No,14.0,6.0,Extrovert,0.03
14242,1.0,No,4.0,4.0,No,6.0,5.0,Extrovert,0.009000000000000001
14243,1.0,No,9.0,4.0,No,15.0,4.0,Extrovert,0.06
14244,1.0,,7.0,5.0,No,14.0,7.0,Extrovert,0.3558571428571428
14245,5.0,Yes,0.0,0.0,,3.0,1.0,Introvert,0.05
14246,11.0,Yes,0.0,3.0,Yes,3.0,1.0,Introvert,0.03
14247,7.0,,1.0,0.0,Yes,3.0,2.0,Introvert,0.02
14248,1.0,No,6.0,3.0,No,14.0,8.0,Extrovert,0.03
14249,0.0,No,10.0,5.0,No,14.0,8.0,Extrovert,0.08
14250,8.0,Yes,,0.0,Yes,2.0,0.0,Introvert,0.01
14251,1.0,No,5.0,5.0,,7.0,7.0,Extrovert,0.005
14252,1.0,No,7.0,6.0,No,10.0,7.0,Extrovert,0.015
14253,,No,9.0,5.0,No,12.0,4.0,Extrovert,0.0125
14254,3.0,No,8.0,4.0,No,14.0,,Extrovert,0.3827380952380954
14255,1.0,No,9.0,5.0,No,9.0,3.0,Extrovert,0.174
14256,10.0,Yes,0.0,2.0,Yes,3.0,2.0,Introvert,0.12
14257,10.0,No,4.0,7.0,No,8.0,8.0,Introvert,0.085
14258,1.0,No,5.0,6.0,,11.0,6.0,Extrovert,0.2716388888888888
14259,1.0,No,4.0,5.0,No,10.0,,Extrovert,0.4709285714285714
14260,0.0,,5.0,5.0,No,11.0,6.0,Extrovert,0.07628571428571428
14261,4.0,No,7.0,6.0,No,13.0,6.0,Extrovert,0.11
14262,1.0,No,5.0,3.0,No,8.0,4.0,Extrovert,0.30500396825396814
14263,1.0,No,6.0,5.0,No,6.0,4.0,Extrovert,0.0275
14264,0.0,No,6.0,7.0,No,4.0,4.0,Extrovert,0.04
14265,9.0,Yes,3.0,3.0,Yes,0.0,1.0,Introvert,0.09
14266,,No,4.0,6.0,No,8.0,9.0,Extrovert,0.02
14267,7.0,Yes,2.0,3.0,Yes,5.0,3.0,Introvert,0.03
14268,3.0,No,8.0,,No,8.0,9.0,Extrovert,0.5158333333333333
14269,7.0,Yes,3.0,3.0,Yes,5.0,2.0,Introvert,0.15
14270,10.0,Yes,0.0,3.0,Yes,5.0,0.0,Introvert,0.06
14271,3.0,No,5.0,3.0,No,11.0,7.0,Extrovert,0.030952380952380953
14272,0.0,No,3.0,6.0,No,6.0,4.0,Extrovert,0.098
14273,2.0,No,10.0,5.0,No,9.0,8.0,Extrovert,0.07583333333333334
14274,1.0,No,,7.0,No,14.0,8.0,Extrovert,0.04
14275,1.0,No,3.0,6.0,No,4.0,6.0,Extrovert,0.09333333333333332
14276,1.0,No,5.0,3.0,No,5.0,3.0,Extrovert,0.02
14277,7.0,Yes,0.0,2.0,Yes,4.0,,Introvert,0.12
14278,3.0,No,9.0,,No,8.0,5.0,Extrovert,0.026666666666666665
14279,0.0,No,5.0,5.0,No,13.0,4.0,Extrovert,0.10138888888888889
14280,10.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert,0.07
14281,2.0,No,9.0,7.0,No,9.0,6.0,Extrovert,0.07333333333333333
14282,1.0,,9.0,6.0,No,12.0,8.0,Extrovert,0.40402380952380956
14283,,No,5.0,4.0,No,13.0,4.0,Extrovert,0.3644880952380952
14284,0.0,No,7.0,7.0,No,12.0,6.0,Extrovert,0.0175
14285,2.0,No,8.0,4.0,No,9.0,,Extrovert,0.015357142857142856
14286,7.0,Yes,0.0,0.0,Yes,2.0,,Introvert,0.16233333333333333
14287,,Yes,2.0,2.0,,3.0,2.0,Introvert,0.15
14288,2.0,No,5.0,5.0,No,,3.0,Extrovert,0.0044444444444444444
14289,0.0,No,5.0,3.0,No,9.0,10.0,Extrovert,0.11
14290,1.0,,8.0,6.0,No,10.0,8.0,Extrovert,0.5282142857142856
14291,8.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert,0.15
14292,8.0,Yes,,0.0,,4.0,2.0,Introvert,0.15
14293,3.0,No,9.0,6.0,No,11.0,,Extrovert,0.0
14294,9.0,Yes,3.0,,,2.0,0.0,Introvert,0.09083333333333334
14295,0.0,No,,5.0,,14.0,6.0,Extrovert,0.025
14296,5.0,Yes,2.0,0.0,Yes,0.0,1.0,Introvert,0.09
14297,10.0,Yes,,0.0,Yes,3.0,0.0,Introvert,0.05
14298,11.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert,0.06
14299,3.0,No,9.0,6.0,No,6.0,8.0,Extrovert,0.17
14300,0.0,No,4.0,4.0,No,15.0,8.0,Extrovert,0.04166666666666666
14301,11.0,,0.0,1.0,Yes,1.0,2.0,Introvert,0.03
14302,3.0,No,8.0,5.0,No,7.0,6.0,Extrovert,0.12333333333333334
14303,0.0,No,4.0,,No,10.0,8.0,Extrovert,0.025
14304,0.0,No,5.0,5.0,No,11.0,8.0,Extrovert,0.005
14305,1.0,No,4.0,5.0,No,5.0,9.0,Extrovert,0.15507142857142858
14306,8.0,,0.0,1.0,Yes,5.0,0.0,Introvert,0.09
14307,4.0,No,5.0,5.0,No,7.0,6.0,Extrovert,0.06166666666666667
14308,0.0,No,,7.0,No,14.0,4.0,Extrovert,0.0
14309,7.0,Yes,2.0,1.0,,3.0,1.0,Introvert,0.16
14310,5.0,Yes,0.0,2.0,Yes,3.0,2.0,Introvert,0.12
14311,2.0,No,8.0,3.0,No,13.0,4.0,Extrovert,0.085
14312,7.0,Yes,1.0,2.0,Yes,2.0,1.0,Introvert,0.08
14313,1.0,No,5.0,5.0,No,5.0,,Extrovert,0.03
14314,0.0,No,4.0,5.0,No,11.0,6.0,Extrovert,0.03833333333333333
14315,0.0,No,8.0,3.0,No,12.0,4.0,Extrovert,0.12016666666666666
14316,0.0,No,9.0,7.0,No,10.0,8.0,Extrovert,0.08
14317,6.0,,0.0,1.0,Yes,3.0,0.0,Introvert,0.09
14318,1.0,No,3.0,7.0,No,6.0,,Extrovert,0.03733333333333333
14319,1.0,No,8.0,7.0,No,,4.0,Extrovert,0.018333333333333333
14320,0.0,No,3.0,4.0,No,12.0,8.0,Extrovert,0.02
14321,0.0,No,,3.0,No,9.0,5.0,Extrovert,0.34465079365079354
14322,0.0,No,6.0,7.0,No,7.0,,Extrovert,0.08333333333333334
14323,0.0,No,4.0,7.0,No,12.0,4.0,Extrovert,0.12095238095238096
14324,2.0,No,9.0,7.0,No,14.0,10.0,Extrovert,0.05
14325,11.0,Yes,3.0,2.0,Yes,0.0,1.0,Introvert,0.21
14326,0.0,No,5.0,6.0,No,13.0,7.0,Extrovert,0.006999999999999999
14327,1.0,No,,6.0,No,7.0,6.0,Extrovert,0.4268095238095239
14328,3.0,No,10.0,6.0,No,5.0,4.0,Extrovert,0.12249999999999998
14329,0.0,No,7.0,7.0,No,10.0,9.0,Extrovert,0.03
14330,1.0,No,9.0,4.0,No,12.0,9.0,Extrovert,0.07533333333333334
14331,1.0,No,10.0,6.0,No,7.0,4.0,Extrovert,0.11
14332,6.0,Yes,1.0,2.0,Yes,1.0,0.0,Introvert,0.05
14333,5.0,Yes,1.0,1.0,Yes,3.0,3.0,Introvert,0.24
14334,0.0,No,3.0,3.0,No,12.0,8.0,Extrovert,0.04
14335,0.0,No,5.0,4.0,No,7.0,7.0,Extrovert,0.04166666666666666
14336,1.0,No,7.0,6.0,No,15.0,8.0,Extrovert,0.025
14337,4.0,,1.0,0.0,Yes,3.0,2.0,Introvert,0.11
14338,7.0,Yes,3.0,1.0,,3.0,2.0,Introvert,0.11
14339,2.0,No,7.0,4.0,No,9.0,9.0,Extrovert,0.021666666666666664
14340,2.0,,9.0,5.0,No,7.0,7.0,Extrovert,0.04333333333333334
14341,,No,5.0,6.0,No,12.0,7.0,Extrovert,0.29306060606060597
14342,0.0,No,5.0,4.0,No,6.0,5.0,Extrovert,0.23842063492063484
14343,1.0,No,6.0,3.0,No,14.0,10.0,Extrovert,0.16
14344,6.0,Yes,0.0,0.0,,1.0,1.0,Introvert,0.03
14345,4.0,No,6.0,3.0,No,12.0,,Extrovert,0.085
14346,2.0,No,8.0,7.0,No,12.0,8.0,Extrovert,0.065
14347,2.0,No,7.0,5.0,,7.0,7.0,Extrovert,0.6305238095238095
14348,1.0,No,,5.0,No,12.0,5.0,Extrovert,0.0105
14349,1.0,No,6.0,4.0,No,14.0,3.0,Extrovert,0.08700000000000001
14350,0.0,No,8.0,6.0,No,12.0,8.0,Extrovert,0.195
14351,3.0,No,,5.0,No,14.0,6.0,Extrovert,0.044000000000000004
14352,0.0,No,,5.0,No,14.0,7.0,Extrovert,0.4820158730158731
14353,1.0,No,10.0,4.0,No,10.0,4.0,Extrovert,0.09
14354,2.0,,7.0,5.0,No,13.0,6.0,Extrovert,0.015
14355,2.0,No,6.0,6.0,,13.0,5.0,Extrovert,0.0
14356,1.0,No,10.0,6.0,No,6.0,9.0,Extrovert,0.1625
14357,6.0,,2.0,2.0,Yes,2.0,2.0,Introvert,0.06
14358,1.0,No,3.0,6.0,No,7.0,,Extrovert,0.02
14359,0.0,No,7.0,7.0,No,14.0,6.0,Extrovert,0.056666666666666664
14360,3.0,No,,4.0,No,12.0,7.0,Extrovert,0.015
14361,0.0,No,5.0,3.0,No,13.0,10.0,Extrovert,0.2
14362,1.0,No,6.0,4.0,No,8.0,3.0,Extrovert,0.15826984126984128
14363,3.0,No,8.0,5.0,No,7.0,5.0,Extrovert,0.11900000000000002
14364,1.0,No,7.0,7.0,No,14.0,9.0,Extrovert,0.4972857142857142
14365,9.0,Yes,3.0,,Yes,0.0,2.0,Introvert,0.11
14366,3.0,No,5.0,6.0,No,12.0,8.0,Extrovert,0.34310714285714283
14367,0.0,No,4.0,3.0,No,12.0,1.0,Extrovert,0.11
14368,1.0,No,5.0,4.0,No,9.0,,Extrovert,0.027095238095238096
14369,,No,,6.0,No,11.0,9.0,Extrovert,0.0
14370,0.0,No,4.0,3.0,No,15.0,,Extrovert,0.08809523809523809
14371,9.0,Yes,0.0,0.0,Yes,2.0,3.0,Introvert,0.07
14372,2.0,,7.0,6.0,No,15.0,9.0,Extrovert,0.016666666666666666
14373,0.0,No,9.0,7.0,No,12.0,3.0,Extrovert,0.225
14374,7.0,Yes,3.0,1.0,,3.0,0.0,Introvert,0.09
14375,7.0,Yes,3.0,3.0,Yes,,2.0,Introvert,0.02
14376,0.0,No,3.0,5.0,No,11.0,3.0,Extrovert,0.24
14377,,No,9.0,6.0,No,12.0,7.0,Extrovert,0.02583333333333333
14378,0.0,No,5.0,4.0,No,14.0,6.0,Extrovert,0.49073809523809536
14379,9.0,Yes,,1.0,Yes,5.0,1.0,Introvert,0.04833333333333333
14380,0.0,No,9.0,6.0,No,5.0,9.0,Extrovert,0.13
14381,1.0,No,3.0,6.0,No,4.0,5.0,Extrovert,0.363
14382,8.0,Yes,2.0,1.0,,5.0,0.0,Introvert,0.1
14383,0.0,No,4.0,3.0,No,11.0,,Extrovert,0.0
14384,3.0,No,9.0,3.0,No,10.0,4.0,Extrovert,0.063
14385,3.0,No,5.0,4.0,No,5.0,9.0,Extrovert,0.01
14386,7.0,Yes,1.0,4.0,Yes,0.0,0.0,Introvert,0.05
14387,11.0,,1.0,2.0,Yes,2.0,1.0,Introvert,0.01
14388,0.0,No,8.0,7.0,No,6.0,6.0,Extrovert,0.11833333333333335
14389,3.0,No,4.0,4.0,No,12.0,8.0,Extrovert,0.0125
14390,1.0,No,4.0,3.0,No,13.0,6.0,Extrovert,0.075
14391,3.0,No,7.0,4.0,No,11.0,10.0,Extrovert,0.1235
14392,0.0,No,7.0,4.0,No,4.0,3.0,Extrovert,0.21
14393,1.0,No,7.0,3.0,No,6.0,8.0,Extrovert,0.0
14394,2.0,,9.0,4.0,No,13.0,5.0,Extrovert,0.0075
14395,2.0,No,6.0,3.0,No,11.0,9.0,Extrovert,0.12916666666666665
14396,6.0,No,7.0,4.0,No,14.0,8.0,Extrovert,0.04
14397,9.0,Yes,1.0,0.0,Yes,,0.0,Introvert,0.15
14398,2.0,No,9.0,4.0,No,6.0,7.0,Extrovert,0.0575
14399,2.0,No,7.0,4.0,No,15.0,6.0,Extrovert,0.03333333333333333
14400,9.0,Yes,2.0,0.0,Yes,4.0,2.0,Introvert,0.03
14401,3.0,No,,7.0,No,10.0,8.0,Extrovert,0.055
14402,1.0,No,9.0,3.0,No,6.0,4.0,Extrovert,0.01
14403,3.0,No,8.0,7.0,No,7.0,4.0,Extrovert,0.09
14404,0.0,No,6.0,7.0,No,10.0,7.0,Extrovert,0.06333333333333332
14405,8.0,Yes,0.0,0.0,Yes,4.0,,Introvert,0.07
14406,1.0,No,9.0,6.0,No,7.0,5.0,Extrovert,0.07
14407,0.0,,9.0,5.0,No,8.0,4.0,Extrovert,0.011666666666666665
14408,0.0,No,8.0,6.0,No,15.0,5.0,Extrovert,0.0
14409,0.0,,6.0,5.0,No,7.0,6.0,Extrovert,0.49649999999999983
14410,1.0,No,4.0,6.0,No,5.0,9.0,Extrovert,0.07666666666666666
14411,5.0,Yes,1.0,0.0,Yes,2.0,3.0,Introvert,0.13
14412,0.0,No,7.0,4.0,No,9.0,4.0,Extrovert,0.03833333333333334
14413,1.0,No,9.0,3.0,No,,,Extrovert,0.4880634920634921
14414,4.0,No,9.0,5.0,No,11.0,7.0,Extrovert,0.0625
14415,7.0,Yes,3.0,2.0,Yes,,2.0,Introvert,0.13
14416,,No,8.0,4.0,No,12.0,8.0,Extrovert,0.21201190476190473
14417,0.0,No,6.0,3.0,No,4.0,6.0,Extrovert,0.14
14418,3.0,No,6.0,6.0,No,6.0,6.0,Extrovert,0.16861904761904764
14419,2.0,No,7.0,5.0,No,10.0,4.0,Extrovert,0.3170833333333333
14420,1.0,No,9.0,7.0,No,14.0,7.0,Extrovert,0.04
14421,5.0,Yes,1.0,,Yes,2.0,0.0,Introvert,0.09
